"Chr"	"WT.O1"	"WT.O2"	"MUT.O1"	"MUT.O2"	"WT.Term.Ratio"	"MUT.Term.Ratio"	"Corr.Coeff"	"Euclidean.Dist"	"FirstDer.Corr"	"FirstDer.Dist"	"SecDer.Corr"	"SecDer.Dist"
6	118717	135796	118626	135698	0.616488084782	0.604967197751	0.973763595194	45.1712247843	0.907126894987	42.1569382651	0.865574166675	1.50791057036
6	167728	199576	167704	199677	0.477643808088	0.423232102086	0.974160592812	153.352547125	0.82365481227	99.6267330614	0.775541263164	3.43601646577
7	64461	117118	64157	118504	0.635490058302	0.665952122472	0.977228933945	103.745899242	0.953891156997	17.6372667466	0.933874492167	0.299896502753
7	117118	165233	118504	163760	0.130770030136	0.059704790525	0.802034206964	138.298622337	0.947933239025	17.4391323922	0.799593710144	0.462412852644
7	165233	203771	163760	204024	0.281618143131	0.484899662229	0.884372763473	203.725208667	0.92891846541	24.9227183147	0.809652710682	0.61414134016
7	389349	421184	389312	421367	0.426888644574	0.443581344564	0.994715295709	59.1091346656	0.980934221138	18.5416679585	0.925872914473	0.443275949185
7	485117	508280	485087	508109	0.581617234382	0.593084875337	0.99760397735	56.3968542013	0.987997182608	19.1486809516	0.899052853372	0.602434950709
7	572817	659246	572502	659665	0.624535746104	0.681309730046	0.976125875862	194.177082079	0.94818630009	27.136782347	0.886036945063	0.381149432692
7	777946	834680	777644	834755	0.349173335213	0.329393636953	0.979792415851	220.292029085	0.941964120627	39.0067666042	0.854468777831	0.621717511134
7	978297	998848	978553	999180	0.458469174249	0.447714161051	0.989033436245	18.7333378458	0.95926787392	8.55813555285	0.912248548342	0.271988449129
8	115782	133279	115082	133246	0.485854717952	0.600473463995	0.87750999409	106.093123925	0.927909104574	38.6310923446	0.81953302599	0.996213524716
8	167633	246456	167889	246598	0.549877573805	0.548437916884	0.950609282279	194.983695851	0.843447625061	60.0904294639	0.733118607407	1.74709326861
8	246456	297041	246598	297112	0.22482949491	0.208001742091	0.993563057364	133.357975194	0.948691927036	33.1185809347	0.884598886298	1.04128540928
8	359798	392010	359749	392694	0.443561405687	0.614251024435	0.906118258668	83.3051128928	0.87578107796	33.5006177084	0.846934844959	0.924572443723
8	392010	447694	392694	447715	0.352453128367	0.297395539885	0.985627816279	158.802965885	0.949201411921	32.7446641742	0.910469150895	0.928533518721
8	501984	518743	502240	519046	0.70129482666	0.658098298227	0.990643561248	35.9884713259	0.978968200747	10.4449088599	0.945759921297	0.374591854569
9	33684	74226	34687	74101	0.149030634897	0.075658395494	0.88673015289	173.062086974	0.930994437691	37.0954896856	0.827865963742	1.23614439266
9	74226	106039	74101	106199	0.345770596926	0.214296840925	0.954584517963	87.8216845964	0.920822143172	40.130054084	0.900253794648	1.25009980428
9	106039	135204	106199	135255	0.80881193211	0.76252753304	0.990227627248	103.408675177	0.956250142726	25.8176952576	0.849232336365	1.05637109155
9	135204	175292	135255	174380	0.426062662143	0.633757188498	0.967323713448	205.867284642	0.905187877502	33.7634381854	0.835551663615	1.43899443222
9	214941	247232	214881	247165	0.758787278189	0.954466608846	0.927820917926	152.335922388	0.812115095619	53.5519221218	0.79321157173	1.16225449182
9	311422	342741	310813	343025	0.234234809541	0.406121942133	0.923289420267	182.879970312	0.90951780732	40.5661092476	0.847023461619	1.28089296376
9	342741	356703	343025	356222	0.387981664518	0.134879139198	0.905121162476	37.4988522877	0.927734926479	14.9536337442	0.92507487757	0.48077923428
10	68284	99343	68656	99380	0.426382047072	0.395423772946	0.988584550405	66.7821962867	0.982580335154	15.4494769046	0.958371548399	0.367831230891
10	204324	227424	204933	228307	0.748398268398	0.659450671686	0.984079903403	129.96305749	0.981983165339	15.0719781238	0.942571652135	0.422442855921
10	442802	453551	443458	455664	0.935901014048	0.523349172538	0.882591786828	96.1173138229	0.980090870808	17.8491436708	0.942266476613	0.450826734772
10	453551	483032	455664	483599	0.681489773074	0.609199928405	0.877654895201	170.557046038	0.974076394956	17.9762585591	0.960030492634	0.405167410152
11	56050	98470	56017	98786	0.66438000943	0.653557483224	0.990388034858	102.08931657	0.961928691324	33.0594316538	0.913168094142	0.850753629507
11	98470	153163	98786	153204	0.487576106632	0.524256679775	0.988800033419	182.624743272	0.963397434827	27.2346277615	0.887798081017	0.725654715461
11	153163	197290	153204	196547	0.599836834591	0.50654084858	0.949935786557	187.639911532	0.951832483061	26.4395082239	0.881884260091	0.672829912796
11	197290	213328	196547	213015	0.368624516773	0.408974981783	0.983661488893	59.548330525	0.967130222658	20.706324344	0.925130534493	0.491350130932
11	213328	258336	213015	258444	0.506865446143	0.284377820335	0.981778472328	160.377461237	0.953646527176	27.2730309881	0.843204105206	0.784123242456
11	258336	302969	258444	302778	0.318419106939	0.327265755402	0.992856208849	82.4185567513	0.973131269005	20.9205839353	0.927384045213	0.536587025464
11	328992	389324	329598	389331	0.612345024199	0.813779652788	0.978713873195	174.386808777	0.953856480243	31.4740507502	0.882603163745	1.01033690229
11	389324	418480	389331	417980	0.416758128687	0.445251143146	0.996617710475	106.047452909	0.973848961517	20.4781984295	0.933775831978	0.530341179063
11	418480	447620	417980	447552	0.129890185312	0.176991748952	0.965086756338	58.4219382687	0.961442347708	25.2091949705	0.910290185339	0.674219074469
12	141200	155214	141275	155543	0.51726844584	0.467479674797	0.990465815412	27.0089002719	0.971890315746	11.0932005937	0.951820301058	0.289815382188
12	373496	412082	373392	412577	0.656222464106	0.620645655225	0.996596487707	177.135594956	0.981543465529	29.0583080573	0.867712945699	0.638962593247
12	412082	512618	412577	512394	0.495071417204	0.23324684172	0.981820278838	141.721992508	0.972009391232	23.444244398	0.907691149047	0.509380500246
12	660144	744276	659814	744559	0.4783910997	0.473066257596	0.974625914426	213.605439806	0.918908035593	34.6703686201	0.888255797798	0.685134319937
12	793353	889233	792961	889274	0.699269920734	0.698067758247	0.972750109093	170.376061677	0.904820139644	32.1947798738	0.763055357543	0.77192637666
12	889233	1007193	889274	1006852	0.42497456765	0.427614009424	0.965273334367	137.942133865	0.905722105668	34.6316711853	0.815655128236	0.718643561785
13	94688	137521	94384	137440	0.44657156865	0.488456893348	0.986715431885	158.981256654	0.979648125439	22.8216829612	0.954302781649	0.353146154303
13	228379	263631	228016	263882	0.159451945989	0.311464897117	0.9347807526	218.97476166	0.946253907638	23.4563281666	0.920061505283	0.328539756161
13	263631	286838	263882	286831	0.4374542164	0.358882739989	0.965964563596	101.508005736	0.937362196288	30.6016854483	0.899266157587	0.48733916881
13	432015	470750	431992	469429	0.650083903446	0.800838742421	0.936581300643	121.769090378	0.900352720366	24.7898827584	0.889086798875	0.467092616486
13	470750	505201	469429	506058	0.277524600157	0.225695487182	0.632245830883	81.2432324497	0.811098716646	23.3509526895	0.824986200561	0.435153276968
13	505201	536133	506058	536260	0.123205741627	0.0449639096749	0.934948067482	50.2513518849	0.985371097418	14.9501232135	0.931656708704	0.331595770478
13	536133	611877	536260	611828	0.589327207436	0.357611687487	0.992180861171	128.201572849	0.971375719317	23.3879675802	0.943907277631	0.479776009686
13	611877	649215	611828	649230	0.401119502919	0.420432062457	0.994644494543	56.8503935579	0.978108591359	16.3854584932	0.949780509125	0.373809093415
13	649215	687643	649230	687166	0.841105443947	0.909057359764	0.993592274088	107.318237085	0.977744080349	16.5637122752	0.922854209353	0.321668956234
13	687643	759960	687166	759145	0.484256813751	0.542616596507	0.985278554811	182.406783726	0.956194821337	21.7534409694	0.898332803222	0.390981903579
14	63881	89513	63225	89556	0.0907459425718	0.144012760624	0.928813264271	96.5350036454	0.966463890777	17.9165200255	0.904450088826	0.488440786708
14	169880	195488	169628	195140	0.549086223055	0.602971150831	0.984260673934	41.7047227053	0.950778842934	16.7856507065	0.910611040381	0.439606829066
14	195488	250804	195140	251325	0.444102972015	0.400195781792	0.972096150296	98.4976616138	0.913514976431	24.4637422608	0.88971810709	0.474141945248
14	250804	281244	251325	280736	0.299770039422	0.250654517017	0.973820945541	60.4199131286	0.98343407891	11.2527162734	0.944605215542	0.292565649655
14	281244	321640	280736	321296	0.215343103278	0.221400394477	0.996773101645	115.201364567	0.987292264449	15.1820803886	0.949137885147	0.331693823006
14	412474	449239	412360	449540	0.522018223854	0.791877353416	0.929007796641	182.563422327	0.924855018025	27.7263479779	0.89246791162	0.562092484778
14	449239	499122	449540	498651	0.478960768198	0.468611919936	0.986133035659	124.884756432	0.950520295511	22.9780749575	0.89636737337	0.528452637945
14	499122	562578	498651	563983	0.199019793243	0.224652543929	0.984657842797	112.434322498	0.950695838493	36.0951273179	0.846542583274	0.800039672271
14	609997	634761	609909	635287	0.638063317719	0.793206714477	0.845486697281	165.564996253	0.852564948831	36.6204571561	0.888108472547	0.586850571478
14	634761	691139	635287	691013	0.749689595232	0.718174640204	0.988903288107	209.317742805	0.972079611092	19.0379567312	0.926221765463	0.509529928472
14	691139	713456	691013	712055	0.519021373841	0.583832335329	0.993821345117	37.5274773621	0.990316094481	8.04245062694	0.967222166467	0.198572408091
14	713456	739099	712055	738332	0.342705611668	0.493435323667	0.933118936641	66.1026287362	0.919821942994	18.2969730116	0.889474805375	0.505751868892
15	277919	307337	277916	309068	0.890033312938	0.769934514638	0.983320681934	171.855460161	0.971635202412	19.5083730262	0.863931780073	0.450267780416
15	307337	336917	309068	337721	0.405578093306	0.320873905001	0.923846541703	47.9244454317	0.956039587875	16.4544722264	0.921024908462	0.292261761913
15	436558	463890	436737	464241	0.591138592126	0.462223676556	0.974430859219	150.615043465	0.97932960639	19.2388672846	0.920522871435	0.414229317162
15	463890	489456	464241	488464	0.605452554174	0.735540601907	0.989111160023	112.34684934	0.975941828164	17.1999266409	0.942634741586	0.319428885688
15	489456	566602	488464	565943	0.536586472403	0.485996205423	0.957713827435	220.840002013	0.922379683884	26.0419330469	0.915799992268	0.407457374986
15	566602	615928	565943	617100	0.601021773507	0.581503997498	0.725997930354	136.962664506	0.716841910186	37.0352505603	0.697160740591	0.755763235142
15	615928	658455	617100	658609	0.533308251229	0.532197836614	0.988190243782	57.2887642032	0.990173875327	7.14398041255	0.958582512422	0.18686532367
15	658455	680022	658609	680795	0.631056707006	0.234021454972	0.866570778632	72.6327943477	0.927809267308	8.01949189587	0.967062236812	0.141991374944
15	680022	767758	680795	767611	0.346824564603	0.300900755621	0.984101677757	129.557846632	0.941098634212	23.8481056322	0.875370372491	0.489737518539
15	767758	855313	767611	855105	0.477654046028	0.471140878232	0.995450658303	224.99832708	0.972859845929	22.9375128287	0.892080224439	0.479326814001
15	855313	873618	855105	873907	0.642993717564	0.661259440485	0.988843432541	21.0924392294	0.991096578314	8.09023362449	0.964145365022	0.29493179412
15	873618	907728	873907	907898	0.347991791264	0.370480421288	0.964858850429	168.995608869	0.936802341951	25.6860063751	0.937762648843	0.313617283486
15	980247	1053558	979502	1053421	0.376641977329	0.372556446922	0.994676566729	132.771916236	0.966402435595	24.7824355798	0.867355245274	0.533208373939
16	73005	163399	72828	163365	0.751178175543	0.610269834432	0.976167873546	193.602273049	0.970230341154	28.0700678529	0.925406075185	0.573903365125
16	163399	210430	163365	210559	0.479938763794	0.529548247659	0.894929652447	69.1477212345	0.914649293148	16.1234282574	0.884227483334	0.333409848478
16	210430	289406	210559	289208	0.221852208266	0.174471385523	0.985050812244	93.2532187684	0.971972286842	18.3850158891	0.908459497121	0.479394710978
16	385064	418356	385022	418772	0.322089390845	0.331407407407	0.949800165028	133.521081415	0.953817256787	25.8466610238	0.961222960141	0.291198172986
16	454801	512169	455758	512295	0.423807697671	0.447476873552	0.993470095392	125.844004977	0.978653175298	16.6617721653	0.933638030492	0.355319403494
16	634164	685174	634445	684714	0.54799059008	0.552885476138	0.993154683866	149.672959932	0.975189191328	20.6894774434	0.937420770442	0.422258651155
16	776656	821138	776625	820861	0.730430286408	0.667736685053	0.950522783878	174.339590106	0.860739809127	57.7833693274	0.659748230675	1.24264796086
16	821138	843097	820861	844555	0.321143950089	0.202793956276	0.991195009253	68.4559516705	0.971336762762	25.6498893032	0.889460754896	0.618054739722
